k;j;temps1;1;9.952
1;11;9.699
1;21;8.232
1;31;7.658
1;41;7.583
1;51;8.152
1;61;8.089
1;71;8.426
1;81;8.758
1;91;8.316
11;1;4.57
11;11;4.428
11;21;4.641
11;31;4.26
11;41;4.413
11;51;4.464
11;61;4.549
11;71;4.404
11;81;4.56
11;91;4.425
21;1;4.581
21;11;4.62
21;21;5.019
21;31;5.143
21;41;4.985
21;51;4.845
21;61;5.116
21;71;4.618
21;81;4.786
21;91;4.654
31;1;4.681
31;11;4.864
31;21;4.519
31;31;4.899
31;41;4.653
31;51;4.828
31;61;4.777
31;71;4.827
31;81;4.773
31;91;4.885
41;1;4.533
41;11;4.747
41;21;4.72
41;31;4.444
41;41;5.099
41;51;4.24
41;61;4.556
41;71;4.472
41;81;4.509
41;91;4.63
51;1;4.327
51;11;4.864
51;21;4.921
51;31;4.427
51;41;4.284
51;51;4.581
51;61;4.673
51;71;4.182
51;81;4.462
51;91;4.873
61;1;4.448
61;11;4.304
61;21;4.187
61;31;4.352
61;41;3.997
61;51;4.269
61;61;4.862
61;71;4.567
61;81;4.119
61;91;4.426
71;1;4.469
71;11;4.632
71;21;4.36
71;31;4.517
71;41;4.416
71;51;4.821
71;61;4.39
71;71;4.671
71;81;4.548
71;91;4.48
81;1;4.642
81;11;4.603
81;21;4.531
81;31;4.617
81;41;4.26
81;51;4.686
81;61;4.81
81;71;4.207
81;81;4.114
81;91;4.347
91;1;4.22
91;11;4.199
91;21;4.514
91;31;3.978
91;41;3.972
91;51;4.425
91;61;4.694
91;71;4.075
91;81;4.258
91;91;4.328
