k;j;temps1;1;9.683
1;11;8.109
1;21;7.411
1;31;8.714
1;41;8.771
1;51;8.658
1;61;9.003
1;71;7.874
1;81;8.895
1;91;8.427
11;1;4.456
11;11;4.41
11;21;4.573
11;31;4.523
11;41;4.497
11;51;4.646
11;61;4.38
11;71;4.461
11;81;4.398
11;91;4.473
21;1;4.39
21;11;5.014
21;21;5.134
21;31;4.866
21;41;4.742
21;51;4.716
21;61;4.976
21;71;5.04
21;81;4.946
21;91;5.038
31;1;4.893
31;11;4.517
31;21;4.772
31;31;4.576
31;41;4.464
31;51;4.634
31;61;4.868
31;71;4.797
31;81;5.085
31;91;4.517
41;1;4.516
41;11;4.122
41;21;3.979
41;31;4.161
41;41;4.59
41;51;4.597
41;61;4.549
41;71;4.291
41;81;4.657
41;91;4.86
51;1;4.16
51;11;4.552
51;21;4.498
51;31;4.154
51;41;4.421
51;51;4.101
51;61;4.553
51;71;4.518
51;81;4.237
51;91;4.467
61;1;4.542
61;11;4.355
61;21;4.214
61;31;4.575
61;41;4.403
61;51;4.259
61;61;4.546
61;71;4.509
61;81;4.473
61;91;4.499
71;1;4.48
71;11;4.541
71;21;4.382
71;31;4.393
71;41;4.387
71;51;4.697
71;61;4.511
71;71;4.703
71;81;4.47
71;91;4.493
81;1;4.496
81;11;4.152
81;21;4.665
81;31;4.591
81;41;4.103
81;51;4.33
81;61;4.473
81;71;4.312
81;81;4.502
81;91;3.989
91;1;4.034
91;11;4.572
91;21;4.35
91;31;4.088
91;41;4.095
91;51;4.344
91;61;4.188
91;71;4.515
91;81;4.187
91;91;3.936
