k;j;temps1;1;9.603
1;11;7.853
1;21;9.647
1;31;8.248
1;41;8.649
1;51;7.862
1;61;7.663
1;71;7.77
1;81;7.863
1;91;8.08
11;1;4.672
11;11;4.547
11;21;4.551
11;31;4.503
11;41;4.564
11;51;4.517
11;61;4.551
11;71;4.593
11;81;4.469
11;91;4.418
21;1;4.559
21;11;4.926
21;21;5.209
21;31;4.662
21;41;4.889
21;51;5.084
21;61;5.214
21;71;4.814
21;81;5.06
21;91;4.966
31;1;4.437
31;11;4.867
31;21;5.138
31;31;4.523
31;41;4.602
31;51;4.599
31;61;4.77
31;71;5.075
31;81;4.561
31;91;4.848
41;1;4.261
41;11;4.238
41;21;4.629
41;31;4.445
41;41;4.385
41;51;4.428
41;61;4.601
41;71;4.523
41;81;4.419
41;91;4.1
51;1;4.412
51;11;4.551
51;21;4.24
51;31;4.278
51;41;4.228
51;51;4.479
51;61;4.26
51;71;4.596
51;81;4.277
51;91;4.218
61;1;4.205
61;11;4.706
61;21;4.347
61;31;4.615
61;41;4.347
61;51;4.667
61;61;4.428
61;71;4.258
61;81;4.308
61;91;4.352
71;1;4.342
71;11;4.516
71;21;4.41
71;31;4.422
71;41;3.951
71;51;4.806
71;61;4.217
71;71;4.226
71;81;4.529
71;91;4.416
81;1;4.094
81;11;3.974
81;21;4.278
81;31;4.187
81;41;4.587
81;51;4.194
81;61;4.405
81;71;4.627
81;81;4.54
81;91;4.149
91;1;3.961
91;11;4.046
91;21;4.762
91;31;4.523
91;41;4.208
91;51;4.159
91;61;4.276
91;71;4.265
91;81;4.2
91;91;3.959
