k;j;temps1;1;9.527
1;11;9.168
1;21;7.869
1;31;7.379
1;41;8.582
1;51;8.045
1;61;7.859
1;71;8.01
1;81;8.021
1;91;8.958
11;1;4.474
11;11;4.603
11;21;4.418
11;31;4.378
11;41;4.32
11;51;4.446
11;61;4.342
11;71;4.464
11;81;4.627
11;91;4.564
21;1;4.826
21;11;4.675
21;21;4.648
21;31;4.779
21;41;4.61
21;51;4.896
21;61;4.663
21;71;4.87
21;81;5.148
21;91;4.878
31;1;4.846
31;11;4.541
31;21;4.968
31;31;4.963
31;41;4.605
31;51;4.585
31;61;4.553
31;71;4.404
31;81;4.902
31;91;4.967
41;1;4.163
41;11;4.616
41;21;4.286
41;31;4.49
41;41;4.638
41;51;4.55
41;61;4.344
41;71;4.294
41;81;4.343
41;91;4.207
51;1;4.162
51;11;4.39
51;21;4.428
51;31;4.582
51;41;4.283
51;51;4.429
51;61;4.355
51;71;4.449
51;81;4.59
51;91;4.315
61;1;4.421
61;11;4.702
61;21;4.26
61;31;4.272
61;41;4.542
61;51;4.434
61;61;4.415
61;71;4.069
61;81;4.239
61;91;4.532
71;1;4.134
71;11;4.325
71;21;4.336
71;31;4.56
71;41;4.312
71;51;4.204
71;61;4.004
71;71;4.224
71;81;3.93
71;91;4.468
81;1;4.299
81;11;4.512
81;21;4.596
81;31;4.137
81;41;4.391
81;51;4.61
81;61;4.391
81;71;4.754
81;81;4.345
81;91;4.49
91;1;4.12
91;11;4.121
91;21;4.181
91;31;4.031
91;41;4.151
91;51;4.307
91;61;4.12
91;71;4.245
91;81;4.638
91;91;4.037
