k;j;temps1;1;8.901
1;11;7.753
1;21;8.207
1;31;8.044
1;41;7.771
1;51;7.92
1;61;8.472
1;71;7.324
1;81;8.23
1;91;8.437
11;1;4.674
11;11;4.407
11;21;4.404
11;31;4.536
11;41;4.277
11;51;4.424
11;61;4.435
11;71;4.327
11;81;4.453
11;91;4.503
21;1;4.651
21;11;4.826
21;21;4.918
21;31;4.909
21;41;5.097
21;51;4.833
21;61;5.078
21;71;5.123
21;81;5.053
21;91;5.096
31;1;4.343
31;11;4.568
31;21;4.99
31;31;4.734
31;41;4.642
31;51;4.599
31;61;4.697
31;71;4.989
31;81;4.64
31;91;4.676
41;1;4.538
41;11;4.617
41;21;4.653
41;31;5.051
41;41;4.484
41;51;4.352
41;61;4.469
41;71;4.413
41;81;4.375
41;91;4.124
51;1;4.613
51;11;4.812
51;21;4.502
51;31;4.152
51;41;4.447
51;51;4.395
51;61;4.507
51;71;4.477
51;81;4.374
51;91;4.346
61;1;4.309
61;11;4.43
61;21;4.678
61;31;4.611
61;41;4.503
61;51;4.223
61;61;4.254
61;71;4.501
61;81;4.295
61;91;4.294
71;1;3.669
71;11;4.456
71;21;4.577
71;31;4.282
71;41;4.16
71;51;4.775
71;61;4.397
71;71;4.15
71;81;4.34
71;91;4.176
81;1;4.238
81;11;4.631
81;21;4.531
81;31;4.689
81;41;4.177
81;51;4.556
81;61;4.491
81;71;4.028
81;81;4.283
81;91;4.133
91;1;4.479
91;11;4.285
91;21;4.173
91;31;4.227
91;41;4.13
91;51;4.02
91;61;4.554
91;71;4.339
91;81;4.555
91;91;4.323
